Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual,Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption
,,,,,,,,,,0.099,,2019,,,,,,,,,32.0,Brazil,6.3,1.004,1.439,0.802,0.39,0.086
,,,,,,,,,,0.127,,2019,,,,,,,,,33.0,Uruguay,6.293,1.124,1.465,0.891,0.523,0.15
,,,,,,,,,,0.271,,2019,,,,,,,,,34.0,Singapore,6.262,1.572,1.463,1.141,0.556,0.453
,,,,,,,,,,0.093,,2019,,,,,,,,,35.0,El Salvador,6.253,0.794,1.242,0.789,0.43,0.074
,,,,,,,,,,0.158,,2019,,,,,,,,,36.0,Italy,6.223,1.294,1.488,1.039,0.231,0.03
,,,,,,,,,,0.255,,2019,,,,,,,,,37.0,Bahrain,6.199,1.362,1.368,0.871,0.536,0.11
,,,,,,,,,,0.121,,2019,,,,,,,,,38.0,Slovakia,6.198,1.246,1.504,0.881,0.334,0.014
,,,,,,,,,,0.185,,2019,,,,,,,,,39.0,Trinidad & Tobago,6.192,1.231,1.477,0.713,0.489,0.016
,,,,,,,,,,0.117,,2019,,,,,,,,,40.0,Poland,6.182,1.206,1.438,0.884,0.483,0.05
,,,,,,,,,,0.322,,2019,,,,,,,,,41.0,Uzbekistan,6.174,0.745,1.529,0.756,0.631,0.24
,,,,,,,,,,0.043,,2019,,,,,,,,,42.0,Lithuania,6.149,1.238,1.515,0.818,0.291,0.042
,,,,,,,,,,0.099,,2019,,,,,,,,,43.0,Colombia,6.125,0.985,1.41,0.841,0.47,0.034
,,,,,,,,,,0.144,,2019,,,,,,,,,44.0,Slovenia,6.118,1.258,1.523,0.953,0.564,0.057
,,,,,,,,,,0.2,,2019,,,,,,,,,45.0,Nicaragua,6.105,0.694,1.325,0.835,0.435,0.127
,,,,,,,,,,0.262,,2019,,,,,,,,,46.0,Kosovo,6.1,0.882,1.232,0.758,0.489,0.006
,,,,,,,,,,0.066,,2019,,,,,,,,,47.0,Argentina,6.086,1.092,1.432,0.881,0.471,0.05
,,,,,,,,,,0.083,,2019,,,,,,,,,48.0,Romania,6.07,1.162,1.232,0.825,0.462,0.005
,,,,,,,,,,0.19,,2019,,,,,,,,,49.0,Cyprus,6.046,1.263,1.223,1.042,0.406,0.041
,,,,,,,,,,0.126,,2019,,,,,,,,,50.0,Ecuador,6.028,0.912,1.312,0.868,0.498,0.087
,,,,,,,,,,0.142,,2019,,,,,,,,,51.0,Kuwait,6.021,1.5,1.319,0.808,0.493,0.097
,,,,,,,,,,0.359,,2019,,,,,,,,,52.0,Thailand,6.008,1.05,1.409,0.828,0.557,0.028
,,,,,,,,,,0.075,,2019,,,,,,,,,53.0,Latvia,5.94,1.187,1.465,0.812,0.264,0.064
,,,,,,,,,,0.175,,2019,,,,,,,,,54.0,South Korea,5.895,1.301,1.219,1.036,0.159,0.056
,,,,,,,,,,0.103,,2019,,,,,,,,,55.0,Estonia,5.893,1.237,1.528,0.874,0.495,0.161
,,,,,,,,,,0.107,,2019,,,,,,,,,56.0,Jamaica,5.89,0.831,1.478,0.831,0.49,0.028
,,,,,,,,,,0.215,,2019,,,,,,,,,57.0,Mauritius,5.888,1.12,1.402,0.798,0.498,0.06
,,,,,,,,,,0.069,,2019,,,,,,,,,58.0,Japan,5.886,1.327,1.419,1.088,0.445,0.14
,,,,,,,,,,0.246,,2019,,,,,,,,,59.0,Honduras,5.86,0.642,1.236,0.828,0.507,0.078
,,,,,,,,,,0.146,,2019,,,,,,,,,60.0,Kazakhstan,5.809,1.173,1.508,0.729,0.41,0.096
,,,,,,,,,,0.137,,2019,,,,,,,,,61.0,Bolivia,5.779,0.776,1.209,0.706,0.511,0.064
,,,,,,,,,,0.081,,2019,,,,,,,,,62.0,Hungary,5.758,1.201,1.41,0.828,0.199,0.02
,,,,,,,,,,0.184,,2019,,,,,,,,,63.0,Paraguay,5.743,0.855,1.475,0.777,0.514,0.08
,,,,,,,,,,0.191,,2019,,,,,,,,,64.0,Northern Cyprus,5.718,1.263,1.252,1.042,0.417,0.162
,,,,,,,,,,0.083,,2019,,,,,,,,,65.0,Peru,5.697,0.96,1.274,0.854,0.455,0.027
,,,,,,,,,,0.047,,2019,,,,,,,,,66.0,Portugal,5.693,1.221,1.431,0.999,0.508,0.025
,,,,,,,,,,0.22,,2019,,,,,,,,,67.0,Pakistan,5.653,0.677,0.886,0.535,0.313,0.098
,,,,,,,,,,0.082,,2019,,,,,,,,,68.0,Russia,5.648,1.183,1.452,0.726,0.334,0.031
,,,,,,,,,,0.117,,2019,,,,,,,,,69.0,Philippines,5.631,0.807,1.293,0.657,0.558,0.107
,,,,,,,,,,0.137,,2019,,,,,,,,,70.0,Serbia,5.603,1.004,1.383,0.854,0.282,0.039
,,,,,,,,,,0.181,,2019,,,,,,,,,71.0,Moldova,5.529,0.685,1.328,0.739,0.245,0.0
,,,,,,,,,,0.133,,2019,,,,,,,,,72.0,Libya,5.525,1.044,1.303,0.673,0.416,0.152
,,,,,,,,,,0.142,,2019,,,,,,,,,73.0,Montenegro,5.523,1.051,1.361,0.871,0.197,0.08
,,,,,,,,,,0.23,,2019,,,,,,,,,74.0,Tajikistan,5.467,0.493,1.098,0.718,0.389,0.144
,,,,,,,,,,0.119,,2019,,,,,,,,,75.0,Croatia,5.432,1.155,1.266,0.914,0.296,0.022
,,,,,,,,,,0.258,,2019,,,,,,,,,76.0,Hong Kong,5.43,1.438,1.277,1.122,0.44,0.287
,,,,,,,,,,0.113,,2019,,,,,,,,,77.0,Dominican Republic,5.425,1.015,1.401,0.779,0.497,0.101
,,,,,,,,,,0.263,,2019,,,,,,,,,78.0,Bosnia and Herzegovina,5.386,0.945,1.212,0.845,0.212,0.006
,,,,,,,,,,0.083,,2019,,,,,,,,,79.0,Turkey,5.373,1.183,1.36,0.808,0.195,0.106
,,,,,,,,,,0.26,,2019,,,,,,,,,80.0,Malaysia,5.339,1.221,1.171,0.828,0.508,0.024
,,,,,,,,,,0.094,,2019,,,,,,,,,81.0,Belarus,5.323,1.067,1.465,0.789,0.235,0.142
,,,,,,,,,,0.0,,2019,,,,,,,,,82.0,Greece,5.287,1.181,1.156,0.999,0.067,0.034
,,,,,,,,,,0.235,,2019,,,,,,,,,83.0,Mongolia,5.285,0.948,1.531,0.667,0.317,0.038
,,,,,,,,,,0.185,,2019,,,,,,,,,84.0,North Macedonia,5.274,0.983,1.294,0.838,0.345,0.034
,,,,,,,,,,0.215,,2019,,,,,,,,,85.0,Nigeria,5.265,0.696,1.111,0.245,0.426,0.041
,,,,,,,,,,0.3,,2019,,,,,,,,,86.0,Kyrgyzstan,5.261,0.551,1.438,0.723,0.508,0.023
,,,,,,,,,,0.244,,2019,,,,,,,,,87.0,Turkmenistan,5.247,1.052,1.538,0.657,0.394,0.028
,,,,,,,,,,0.073,,2019,,,,,,,,,88.0,Algeria,5.211,1.002,1.16,0.785,0.086,0.114
,,,,,,,,,,0.036,,2019,,,,,,,,,89.0,Morocco,5.208,0.801,0.782,0.782,0.418,0.076
,,,,,,,,,,0.035,,2019,,,,,,,,,90.0,Azerbaijan,5.208,1.043,1.147,0.769,0.351,0.182
,,,,,,,,,,0.166,,2019,,,,,,,,,91.0,Lebanon,5.197,0.987,1.224,0.815,0.216,0.027
,,,,,,,,,,0.498,,2019,,,,,,,,,92.0,Indonesia,5.192,0.931,1.203,0.66,0.491,0.028
,,,,,,,,,,0.058,,2019,,,,,,,,,93.0,China,5.191,1.029,1.125,0.893,0.521,0.1
,,,,,,,,,,0.147,,2019,,,,,,,,,94.0,Vietnam,5.175,0.741,1.346,0.851,0.543,0.073
,,,,,,,,,,0.37,,2019,,,,,,,,,95.0,Bhutan,5.082,0.813,1.321,0.604,0.457,0.167
,,,,,,,,,,0.187,,2019,,,,,,,,,96.0,Cameroon,5.044,0.549,0.91,0.331,0.381,0.037
,,,,,,,,,,0.081,,2019,,,,,,,,,97.0,Bulgaria,5.011,1.092,1.513,0.815,0.311,0.004
,,,,,,,,,,0.245,,2019,,,,,,,,,98.0,Ghana,4.996,0.611,0.868,0.486,0.381,0.04
,,,,,,,,,,0.154,,2019,,,,,,,,,99.0,Ivory Coast,4.944,0.569,0.808,0.232,0.352,0.09
,,,,,,,,,,0.285,,2019,,,,,,,,,100.0,Nepal,4.913,0.446,1.226,0.677,0.439,0.089
,,,,,,,,,,0.11,,2019,,,,,,,,,101.0,Jordan,4.906,0.837,1.225,0.815,0.383,0.13
,,,,,,,,,,0.175,,2019,,,,,,,,,102.0,Benin,4.883,0.393,0.437,0.397,0.349,0.082
,,,,,,,,,,0.105,,2019,,,,,,,,,103.0,Congo (Brazzaville),4.812,0.673,0.799,0.508,0.372,0.093
,,,,,,,,,,0.043,,2019,,,,,,,,,104.0,Gabon,4.799,1.057,1.183,0.571,0.295,0.055
,,,,,,,,,,0.266,,2019,,,,,,,,,105.0,Laos,4.796,0.764,1.03,0.551,0.547,0.164
,,,,,,,,,,0.13,,2019,,,,,,,,,106.0,South Africa,4.722,0.96,1.351,0.469,0.389,0.055
,,,,,,,,,,0.178,,2019,,,,,,,,,107.0,Albania,4.719,0.947,0.848,0.874,0.383,0.027
,,,,,,,,,,0.064,,2019,,,,,,,,,108.0,Venezuela,4.707,0.96,1.427,0.805,0.154,0.047
,,,,,,,,,,0.232,,2019,,,,,,,,,109.0,Cambodia,4.7,0.574,1.122,0.637,0.609,0.062
,,,,,,,,,,0.103,,2019,,,,,,,,,110.0,Palestinian Territories,4.696,0.657,1.247,0.672,0.225,0.066
,,,,,,,,,,0.153,,2019,,,,,,,,,111.0,Senegal,4.681,0.45,1.134,0.571,0.292,0.072
,,,,,,,,,,0.243,,2019,,,,,,,,,112.0,Somalia,4.668,0.0,0.698,0.268,0.559,0.27
,,,,,,,,,,0.07,,2019,,,,,,,,,113.0,Namibia,4.639,0.879,1.313,0.477,0.401,0.056
,,,,,,,,,,0.188,,2019,,,,,,,,,114.0,Niger,4.628,0.138,0.774,0.366,0.318,0.102
,,,,,,,,,,0.177,,2019,,,,,,,,,115.0,Burkina Faso,4.587,0.331,1.056,0.38,0.255,0.113
,,,,,,,,,,0.095,,2019,,,,,,,,,116.0,Armenia,4.559,0.85,1.055,0.815,0.283,0.064
,,,,,,,,,,0.27,,2019,,,,,,,,,117.0,Iran,4.548,1.1,0.842,0.785,0.305,0.125
,,,,,,,,,,0.207,,2019,,,,,,,,,118.0,Guinea,4.534,0.38,0.829,0.375,0.332,0.086
,,,,,,,,,,0.043,,2019,,,,,,,,,119.0,Georgia,4.519,0.886,0.666,0.752,0.346,0.164
,,,,,,,,,,0.269,,2019,,,,,,,,,120.0,Gambia,4.516,0.308,0.939,0.428,0.382,0.167
,,,,,,,,,,0.372,,2019,,,,,,,,,121.0,Kenya,4.509,0.512,0.983,0.581,0.431,0.053
,,,,,,,,,,0.106,,2019,,,,,,,,,122.0,Mauritania,4.49,0.57,1.167,0.489,0.066,0.088
,,,,,,,,,,0.197,,2019,,,,,,,,,123.0,Mozambique,4.466,0.204,0.986,0.39,0.494,0.138
,,,,,,,,,,0.059,,2019,,,,,,,,,124.0,Tunisia,4.461,0.921,1.0,0.815,0.167,0.055
,,,,,,,,,,0.166,,2019,,,,,,,,,125.0,Bangladesh,4.456,0.562,0.928,0.723,0.527,0.143
,,,,,,,,,,0.148,,2019,,,,,,,,,126.0,Iraq,4.437,1.043,0.98,0.574,0.241,0.089
,,,,,,,,,,0.212,,2019,,,,,,,,,127.0,Congo (Kinshasa),4.418,0.094,1.125,0.357,0.269,0.053
,,,,,,,,,,0.153,,2019,,,,,,,,,128.0,Mali,4.39,0.385,1.105,0.308,0.327,0.052
,,,,,,,,,,0.252,,2019,,,,,,,,,129.0,Sierra Leone,4.374,0.268,0.841,0.242,0.309,0.045
,,,,,,,,,,0.244,,2019,,,,,,,,,130.0,Sri Lanka,4.366,0.949,1.265,0.831,0.47,0.047
,,,,,,,,,,0.566,,2019,,,,,,,,,131.0,Myanmar,4.36,0.71,1.181,0.555,0.525,0.172
,,,,,,,,,,0.198,,2019,,,,,,,,,132.0,Chad,4.35,0.35,0.766,0.192,0.174,0.078
,,,,,,,,,,0.187,,2019,,,,,,,,,133.0,Ukraine,4.332,0.82,1.39,0.739,0.178,0.01
,,,,,,,,,,0.209,,2019,,,,,,,,,134.0,Ethiopia,4.286,0.336,1.033,0.532,0.344,0.1
,,,,,,,,,,0.074,,2019,,,,,,,,,135.0,Swaziland,4.212,0.811,1.149,0.0,0.313,0.135
,,,,,,,,,,0.252,,2019,,,,,,,,,136.0,Uganda,4.189,0.332,1.069,0.443,0.356,0.06
,,,,,,,,,,0.076,,2019,,,,,,,,,137.0,Egypt,4.166,0.913,1.039,0.644,0.241,0.067
,,,,,,,,,,0.247,,2019,,,,,,,,,138.0,Zambia,4.107,0.578,1.058,0.426,0.431,0.087
,,,,,,,,,,0.177,,2019,,,,,,,,,139.0,Togo,4.085,0.275,0.572,0.41,0.293,0.085
,,,,,,,,,,0.2,,2019,,,,,,,,,140.0,India,4.015,0.755,0.765,0.588,0.498,0.085
,,,,,,,,,,0.233,,2019,,,,,,,,,141.0,Liberia,3.975,0.073,0.922,0.443,0.37,0.033
,,,,,,,,,,0.275,,2019,,,,,,,,,142.0,Comoros,3.973,0.274,0.757,0.505,0.142,0.078
,,,,,,,,,,0.169,,2019,,,,,,,,,143.0,Madagascar,3.933,0.274,0.916,0.555,0.148,0.041
,,,,,,,,,,0.107,,2019,,,,,,,,,144.0,Lesotho,3.802,0.489,1.169,0.168,0.359,0.093
,,,,,,,,,,0.176,,2019,,,,,,,,,145.0,Burundi,3.775,0.046,0.447,0.38,0.22,0.18
,,,,,,,,,,0.151,,2019,,,,,,,,,146.0,Zimbabwe,3.663,0.366,1.114,0.433,0.361,0.089
,,,,,,,,,,0.419,,2019,,,,,,,,,147.0,Haiti,3.597,0.323,0.688,0.449,0.026,0.11
,,,,,,,,,,0.025,,2019,,,,,,,,,148.0,Botswana,3.488,1.041,1.145,0.538,0.455,0.1
,,,,,,,,,,0.331,,2019,,,,,,,,,149.0,Syria,3.462,0.619,0.378,0.44,0.013,0.141
,,,,,,,,,,0.218,,2019,,,,,,,,,150.0,Malawi,3.41,0.191,0.56,0.495,0.443,0.089
,,,,,,,,,,0.108,,2019,,,,,,,,,151.0,Yemen,3.38,0.287,1.163,0.463,0.143,0.077
,,,,,,,,,,0.217,,2019,,,,,,,,,152.0,Rwanda,3.334,0.359,0.711,0.614,0.555,0.411
,,,,,,,,,,0.276,,2019,,,,,,,,,153.0,Tanzania,3.231,0.476,0.885,0.499,0.417,0.147
,,,,,,,,,,0.158,,2019,,,,,,,,,154.0,Afghanistan,3.203,0.35,0.517,0.361,0.0,0.025
,,,,,,,,,,0.235,,2019,,,,,,,,,155.0,Central African Republic,3.083,0.026,0.0,0.105,0.225,0.035
,,,,,,,,,,0.202,,2019,,,,,,,,,156.0,South Sudan,2.853,0.306,0.575,0.295,0.01,0.091
